carrier,origin,dest,flightnumber,tailnu,date,dayweek,daymonth,YEAR,MONTH,DAY,weather,distance,delay,SCHEDULED_DEPARTURE,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DELAY_LABEL,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,delaytimeweathergood,delaytimeweatherbad
MQ,DCA,LGA,4956,N718MQ,1/19/2004,1,19,2015,2,12,0,214,delayed,730,858,1028,1036,8,,1,178,178,164,13.035,162.95
MQ,DCA,LGA,4960,N722MQ,1/19/2004,1,19,2015,2,12,0,214,ontime,730,1100,1001,949,-12,,-3,151,151,122,13.03,162.94
MQ,DCA,LGA,4964,N739MQ,1/19/2004,1,19,2015,2,12,0,214,delayed,730,1253,940,951,11,,9,130,130,99,13.04,162.9
MQ,DCA,LGA,4966,N719MQ,1/19/2004,1,19,2015,2,12,0,214,delayed,730,1356,905,907,2,,0,95,95,57,13.059,162.99
MQ,DCA,LGA,4968,N723MQ,1/19/2004,1,19,2015,2,12,0,214,delayed,730,1534,917,907,-10,,1,167,167,122,13.0699,162.98
MQ,DCA,LGA,4970,N841MQ,1/19/2004,1,19,2015,2,12,0,214,delayed,730,1559,818,840,22,,21,48,48,29,13.0799,163.026
MQ,DCA,LGA,4972,N728MQ,1/19/2004,1,19,2015,2,12,0,214,ontime,730,1717,950,932,-18,,-1,260,260,201,13.065,163.1
MQ,DCA,LGA,4976,N704MQ,1/19/2004,1,19,2015,2,12,0,214,delayed,730,1937,939,937,-2,,0,249,249,204,13.06,162.9201
UA,IAD,LGA,846,N565UA,1/19/2004,1,19,2015,2,12,0,229,ontime,730,846,906,915,9,,-1,96,96,64,13.06,162.98
US,DCA,LGA,1479,N753UW,1/19/2004,1,19,2015,2,13,0,214,ontime,730,627,852,845,-7,,-8,82,82,52,13.06,163.01
US,DCA,LGA,2160,N767UW,1/19/2004,1,19,2015,2,13,0,214,ontime,731,656,1030,1003,-27,,-7,179,179,144,13.0592,163.07
US,DCA,LGA,2162,N706UW,1/19/2004,1,19,2015,2,13,0,214,ontime,731,758,1004,952,-12,,-9,153,153,117,13.075,163.0899
US,DCA,LGA,2164,N711UW,1/19/2004,1,19,2015,2,13,0,214,delayed,731,858,1032,1000,-4,,6,121,121,382,13.06,163.05
US,DCA,LGA,2166,N736UW,1/19/2004,1,19,2015,2,13,0,214,delayed,731,955,1006,958,-8,,0,275,275,247,13.05,163.03
US,DCA,LGA,2168,N767UW,1/19/2004,1,19,2015,2,13,0,214,delayed,732,1059,1020,1024,4,,0,288,288,260,13.02,163
US,DCA,LGA,2170,N706UW,1/19/2004,1,19,2015,2,13,0,214,ontime,734,1157,1007,1021,14,,-3,273,273,241,13.0156,163.01
US,DCA,LGA,2172,N711UW,1/19/2004,1,19,2015,2,13,0,214,delayed,734,1256,1027,1041,14,,12,173,173,149,13.02,162.97
US,DCA,LGA,2174,N736UW,1/19/2004,1,19,2015,2,13,0,214,ontime,734,1353,951,947,-4,,-3,197,197,176,13.015,162.9816
US,DCA,LGA,2176,N767UW,1/19/2004,1,19,2015,2,13,0,214,ontime,735,1456,759,754,-5,,-3,84,84,56,13.02,163.01
US,DCA,LGA,2178,N706UW,1/19/2004,1,19,2015,2,13,0,214,ontime,735,1558,1006,1011,5,,-6,271,271,238,13.015,162.99
US,DCA,LGA,2180,N711UW,1/19/2004,1,19,2015,2,13,0,214,ontime,735,1656,1501,1450,-11,,-1,266,266,223,13,162.962
US,DCA,LGA,2182,N736UW,1/19/2004,1,19,2015,2,13,0,214,ontime,735,1755,837,820,-17,,-6,62,62,36,12.9754,162.96
US,DCA,LGA,2184,N767UW,1/19/2004,1,19,2015,2,13,0,214,ontime,735,1855,1019,951,-28,,-11,104,104,63,12.99,163.035
US,DCA,LGA,2186,N706UW,1/19/2004,1,19,2015,2,13,0,214,ontime,735,1956,1032,1006,-26,,-10,177,177,138,12.99,163.06
US,DCA,LGA,2188,N711UW,1/19/2004,1,19,2015,2,13,0,214,ontime,735,2057,1007,949,-18,,-4,152,152,117,12.995,162.99
RU,BWI,EWR,3372,N13913,1/19/2004,1,19,2015,2,13,0,169,ontime,735,1710,840,822,-18,,-4,125,125,93,13.02,163.018
RU,BWI,EWR,2303,N18557,1/19/2004,1,19,2015,2,13,0,169,delayed,735,1028,1005,1002,-3,,0,90,90,75,13.06,163.03
RU,BWI,EWR,2703,N14943,1/19/2004,1,19,2015,2,13,0,169,ontime,735,654,910,903,-7,,-3,155,155,125,13.05,163
RU,BWI,EWR,2403,N12934,1/19/2004,1,19,2015,2,13,0,169,ontime,735,1451,1040,1014,-26,,-7,185,185,143,13.0405,162.99
CO,DCA,EWR,814,N17321,1/19/2004,1,19,2015,2,13,0,199,ontime,735,1732,1105,1051,-14,,-1,150,150,108,13.0558,163.075
CO,DCA,EWR,808,N14639,1/19/2004,1,19,2015,2,13,0,199,ontime,735,1253,930,930,0,,-2,115,115,94,13.08,163.08
CO,DCA,EWR,806,N16649,1/19/2004,1,19,2015,2,13,0,199,ontime,735,728,835,821,-14,,-9,120,120,99,13.07,163.09
CO,DCA,EWR,816,N17619,1/19/2004,1,19,2015,2,13,0,199,ontime,735,1857,1020,1002,-18,,-1,165,165,135,13.05,163.1
DH,IAD,EWR,7299,N645BR,1/19/2004,1,19,2015,2,13,0,213,ontime,735,832,855,846,-9,,-4,80,80,61,13.05,163.1
DH,IAD,EWR,7302,N689BR,1/19/2004,1,19,2015,2,13,0,213,delayed,735,1705,920,920,0,,1,105,105,69,13.0499,163.1
DH,IAD,EWR,7303,N710BR,1/19/2004,1,19,2015,2,14,0,213,ontime,735,1237,930,918,-12,,-4,175,175,153,13.0343,163.14
DH,IAD,EWR,7304,N626BR,1/19/2004,1,19,2015,2,14,0,213,ontime,735,2300,1516,1449,-27,,-9,281,281,248,13.03,163.13
DH,IAD,EWR,7305,N329UE,1/19/2004,1,19,2015,2,14,0,213,ontime,735,627,935,927,-8,,-2,180,180,146,13.02,163.08
DH,IAD,EWR,7307,N301UE,1/19/2004,1,19,2015,2,14,0,213,ontime,735,1427,850,856,6,,-9,75,75,44,13.005,163.04
RU,IAD,EWR,2385,N16520,1/19/2004,1,19,2015,2,14,0,213,ontime,735,2051,1150,1127,-23,,-7,195,195,163,13,163.05
RU,IAD,EWR,2692,N28518,1/19/2004,1,19,2015,2,14,0,213,ontime,735,1258,950,932,-18,,-7,195,195,164,13.0092,163.06
RU,DCA,EWR,2761,N13124,1/19/2004,1,19,2015,2,14,0,199,ontime,735,645,1120,1121,1,,-3,165,165,131,12.9902,163.1
RU,DCA,EWR,2261,N15973,1/19/2004,1,19,2015,2,14,0,199,delayed,735,1530,851,855,4,,12,136,136,103,13.0002,163.05
RU,IAD,EWR,2855,N15912,1/19/2004,1,19,2015,2,14,0,213,ontime,735,656,925,955,30,,-12,110,110,91,13.02,163.08
RU,IAD,EWR,2497,N12567,1/19/2004,1,19,2015,2,14,0,213,delayed,735,1659,1106,1130,24,,2,151,151,148,13.01,163.09
RU,IAD,EWR,2156,N18120,1/19/2004,1,19,2015,2,14,0,213,ontime,735,1455,939,928,-11,,-16,124,124,107,13.005,163.1
RU,DCA,EWR,2181,N12921,1/19/2004,1,19,2015,2,14,0,199,delayed,735,1628,1100,1047,-13,,1,205,205,161,13.0192,163.12
RU,DCA,EWR,2216,N12519,1/19/2004,1,19,2015,2,14,0,199,delayed,735,1355,932,928,-4,,9,237,237,191,13.0302,163.05
RU,DCA,EWR,2582,N48901,1/19/2004,1,19,2015,2,14,0,199,delayed,735,855,1027,1027,0,,1,112,112,88,13.04,163.1
RU,DCA,EWR,2879,N16911,1/19/2004,1,19,2015,2,15,0,199,delayed,735,2052,935,932,-3,,5,180,180,149,13.06,163.14
OH,BWI,JFK,5935,N956CA,1/20/2004,2,20,2015,2,15,0,184,ontime,735,1500,1050,1011,-39,,-2,195,195,143,13.0599,163.1777
DH,DCA,JFK,6155,N409FJ,1/20/2004,2,20,2015,2,15,0,213,delayed,735,1637,840,1045,125,,130,65,65,40,13.0642,163.237
DH,IAD,LGA,7208,N648BR,1/20/2004,2,20,2015,2,15,0,229,delayed,735,1300,1052,1035,-17,,5,137,137,99,13.04,163.22
DH,IAD,LGA,7211,N646BR,1/20/2004,2,20,2015,2,15,0,229,delayed,735,1455,843,900,-14,,6,68,68,590,13.04,163.23
DH,IAD,LGA,7215,N705BR,1/20/2004,2,20,2015,2,15,0,229,ontime,735,1725,900,908,8,,-5,85,85,73,13.0557,163.26
DH,IAD,LGA,7684,N637BR,1/20/2004,2,20,2015,2,15,0,229,ontime,736,2143,811,816,5,,-6,35,35,23,13.055,163.21
DH,IAD,LGA,7790,N698BR,1/20/2004,2,20,2015,2,15,0,229,delayed,737,635,1032,1032,0,,3,175,175,150,13.055,163.23
DH,IAD,LGA,7792,N646BR,1/20/2004,2,20,2015,2,15,0,229,ontime,737,1033,1104,1042,-22,,-6,207,207,170,13.07,163.22
DH,IAD,JFK,7800,N627BR,1/20/2004,2,20,2015,2,15,0,228,ontime,737,835,1003,958,-5,,-6,206,206,184,13.055,163.2
DH,IAD,JFK,7806,N708BR,1/20/2004,2,20,2015,2,15,0,228,ontime,738,1351,1043,1020,-23,,-3,125,125,87,13.0492,163.27
DH,IAD,JFK,7808,N321UE,1/20/2004,2,20,2015,2,15,0,228,ontime,739,1446,925,907,-18,,-5,166,166,136,13.05,163.17
DH,IAD,JFK,7810,N308UE,1/20/2004,2,20,2015,2,15,0,228,delayed,740,1643,1105,1059,-6,,5,205,205,182,13.046,163.25
DH,IAD,JFK,7812,N313UE,1/20/2004,2,20,2015,2,15,0,228,ontime,740,1706,925,851,-34,,-4,105,105,63,13.06,163.17
DH,IAD,JFK,7814,N636BR,1/20/2004,2,20,2015,2,15,0,228,delayed,740,2118,1215,1213,-2,,3,155,155,134,13.0592,163.18
DH,IAD,JFK,7816,N331UE,1/20/2004,2,20,2015,2,15,0,228,ontime,740,1632,1210,1209,-1,,-1,150,150,133,13.04,163.18
DL,DCA,JFK,746,N926DL,1/20/2004,2,20,2015,2,15,0,213,ontime,740,1514,1230,1229,-1,,-3,170,170,158,13.01,163.1
DL,DCA,LGA,1740,N225DL,1/20/2004,2,20,2015,2,15,0,214,ontime,740,629,930,920,-10,,-4,170,170,143,13.025,163.08
DL,DCA,LGA,1742,N231DN,1/20/2004,2,20,2015,2,15,0,214,delayed,740,729,920,910,-10,,0,160,160,133,13.0199,163.11
DL,DCA,LGA,1744,N224DA,1/20/2004,2,20,2015,2,15,0,214,ontime,740,839,1105,1057,-8,,-1,145,145,123,13.02,163.1799
DL,DCA,LGA,1746,N223DZ,1/20/2004,2,20,2015,2,15,0,214,ontime,740,929,1025,1048,23,,-3,105,105,95,13.02,163.13
DL,DCA,LGA,1748,N225DL,1/20/2004,2,20,2015,2,15,0,214,ontime,740,1029,910,927,17,,-1,90,90,69,13.0292,163.08
DL,DCA,LGA,1750,N231DN,1/20/2004,2,20,2015,2,15,0,214,ontime,740,1129,850,837,-13,,-4,70,70,48,13.015,163.068
DL,DCA,LGA,1752,N224DA,1/20/2004,2,20,2015,3,16,0,214,ontime,740,1227,1014,954,-20,,-8,94,94,60,13.0199,163
DL,DCA,LGA,1754,N223DZ,1/20/2004,2,20,2015,3,16,0,214,ontime,740,1329,930,931,1,,-6,110,110,84,13.01,163.07
DL,DCA,LGA,1756,N225DL,1/20/2004,2,20,2015,3,16,0,214,ontime,740,1430,930,932,2,,-4,230,230,195,12.995,163.05
DL,DCA,LGA,1758,N231DN,1/20/2004,2,20,2015,3,16,0,214,delayed,740,1531,1045,1045,0,,0,125,125,96,13,163.05
DL,DCA,LGA,1760,N223DZ,1/20/2004,2,20,2015,3,16,0,214,ontime,740,1717,855,907,12,,-4,135,135,117,13.0086,163.03
DL,DCA,LGA,1762,N224DA,1/20/2004,2,20,2015,3,16,0,214,delayed,740,1731,850,878,10,,2,70,70,590,13.0488,163.03
DL,DCA,LGA,1764,N242DL,1/20/2004,2,20,2015,3,16,0,214,delayed,740,1831,955,965,9,,2,135,135,590,13.0199,163
DL,DCA,LGA,1766,N231DN,1/20/2004,2,20,2015,3,16,0,214,delayed,740,1930,925,917,-8,,4,105,105,72,13.03,162.99
DL,DCA,LGA,1768,N223DZ,1/20/2004,2,20,2015,3,16,0,214,ontime,740,2029,926,919,-7,,-3,166,166,149,13.03,162.94
MQ,DCA,JFK,4752,N805MQ,1/20/2004,2,20,2015,3,16,0,213,ontime,740,1522,858,840,-18,,-5,78,78,48,13.0223,162.92
MQ,DCA,JFK,4760,N721MQ,1/20/2004,2,20,2015,3,16,0,213,ontime,740,548,1024,1010,-14,,-2,224,224,191,13.0154,162.93
MQ,DCA,JFK,4784,N721MQ,1/20/2004,2,20,2015,3,16,0,213,delayed,740,1823,1511,1801,170,,11,271,271,248,13.0299,162.9215
MQ,DCA,LGA,4952,N735MQ,1/20/2004,2,20,2015,3,16,0,214,ontime,740,653,1012,1005,-7,,-4,212,212,187,13.02,162.88
MQ,DCA,LGA,4954,N729MQ,1/20/2004,2,20,2015,3,16,0,214,delayed,740,759,946,936,-10,,10,126,126,86,13.0301,162.93
MQ,DCA,LGA,4956,N712MQ,1/20/2004,2,20,2015,3,16,0,214,ontime,740,850,1051,1041,-10,,-2,191,191,158,13.04,162.92
MQ,DCA,LGA,4960,N727MQ,1/20/2004,2,20,2015,3,16,0,214,ontime,740,1057,933,912,-21,,-4,173,173,138,13.024,162.88
MQ,DCA,LGA,4964,N712MQ,1/20/2004,2,20,2015,3,16,0,214,delayed,740,1255,947,950,3,,11,127,127,103,13.03,162.88
MQ,DCA,LGA,4966,N701MQ,1/20/2004,2,20,2015,3,17,0,214,delayed,740,1350,843,850,2,,12,63,63,590,13.04,162.88
MQ,DCA,LGA,4968,N721MQ,1/20/2004,2,20,2015,3,17,0,214,delayed,740,1458,828,854,4,,13,48,48,590,13.058,162.91
MQ,DCA,LGA,4970,N702MQ,1/20/2004,2,20,2015,3,17,0,214,delayed,740,1551,923,900,5,,14,103,103,590,13.055,162.89
MQ,DCA,LGA,4976,N713MQ,1/20/2004,2,20,2015,3,17,0,214,ontime,740,2004,935,855,-40,,-7,115,115,69,13.055,162.89
UA,IAD,LGA,846,N556UA,1/20/2004,2,20,2015,3,17,0,229,ontime,740,844,935,950,15,,-3,115,115,78,13.06,162.89
US,DCA,LGA,1479,N769UW,1/20/2004,2,20,2015,3,17,0,214,delayed,740,626,950,1006,16,,17,130,130,81,13.0557,162.9
US,DCA,LGA,2160,N705UW,1/20/2004,2,20,2015,3,17,0,214,ontime,740,658,900,837,-23,,-12,80,80,44,13.055,162.91
US,DCA,LGA,2162,N744UW,1/20/2004,2,20,2015,3,17,0,214,ontime,740,758,934,943,9,,-1,114,114,85,13.06,162.98
US,DCA,LGA,2164,N722UW,1/20/2004,2,20,2015,3,17,0,214,delayed,740,859,932,925,-7,,3,232,232,179,13.035,163.0299
US,DCA,LGA,2166,N749UW,1/20/2004,2,20,2015,3,17,0,214,delayed,741,957,1041,1039,-2,,6,300,300,276,13.0595,163.02
US,DCA,LGA,2168,N705UW,1/20/2004,2,20,2015,3,17,0,214,delayed,741,1055,1155,1222,27,,41,194,194,151,13.0365,162.97
US,DCA,LGA,2170,N744UW,1/20/2004,2,20,2015,3,17,0,214,delayed,741,1156,837,1018,101,,96,56,56,34,13.035,162.98
US,DCA,LGA,2172,N722UW,1/20/2004,2,20,2015,3,17,0,214,ontime,742,1258,851,858,7,,-3,129,129,104,13.0392,163.01
US,DCA,LGA,2174,N749UW,1/20/2004,2,20,2015,3,17,0,214,ontime,742,1357,1025,1013,-12,,-5,163,163,136,13.03,163.03
US,DCA,LGA,2176,N725UW,1/20/2004,2,20,2015,3,17,0,214,ontime,742,1456,914,856,-18,,-4,92,92,59,13.037,163.0072
US,DCA,LGA,2178,N744UW,1/20/2004,2,20,2015,3,17,0,214,delayed,742,1554,1210,1526,196,,99,208,208,182,13.049,163.04
US,DCA,LGA,2180,N722UW,1/20/2004,2,20,2015,3,17,0,214,delayed,742,1657,1101,1118,17,,16,139,139,120,13.06,162.99
US,DCA,LGA,2182,N749UW,1/20/2004,2,20,2015,3,17,0,214,delayed,743,1758,932,955,23,,28,169,169,139,13.059,163.0101
US,DCA,LGA,2184,N725UW,1/20/2004,2,20,2015,3,17,0,214,delayed,743,1858,901,859,-2,,13,138,138,99,13.06,163
US,DCA,LGA,2186,N744UW,1/20/2004,2,20,2015,3,17,0,214,ontime,743,1957,1047,1038,-9,,-4,124,124,95,13.06,163.1134
US,DCA,LGA,2188,N722UW,1/20/2004,2,20,2015,3,18,0,214,ontime,744,2057,904,907,3,,-5,80,80,57,13.06,163.12
RU,BWI,EWR,2403,N15983,1/20/2004,2,20,2015,3,18,0,169,delayed,744,1453,1028,1037,9,,0,224,224,209,13.035,163.04
RU,BWI,EWR,2303,N14920,1/20/2004,2,20,2015,3,18,0,169,ontime,745,1027,1544,1530,-14,,-3,299,299,269,13.04,163.06
RU,BWI,EWR,3372,N12921,1/20/2004,2,20,2015,3,18,0,169,delayed,745,1723,1010,1021,11,,8,85,85,50,13.045,163.03
RU,BWI,EWR,2703,N13566,1/20/2004,2,20,2015,3,18,0,169,ontime,745,655,1037,1029,-8,,-4,112,112,83,13.0699,163.01
CO,DCA,EWR,816,N14655,1/20/2004,2,20,2015,3,18,0,199,delayed,745,1856,1156,1149,-7,,18,191,191,148,13.105,163.06
CO,DCA,EWR,814,N47332,1/20/2004,2,20,2015,3,18,0,199,ontime,745,1723,1014,1003,-11,,-5,269,269,245,13.11,163.12
CO,DCA,EWR,808,N16607,1/20/2004,2,20,2015,3,18,0,199,ontime,745,1250,1527,1457,-30,,-6,282,282,239,13.12,163.12
CO,DCA,EWR,806,N14628,1/20/2004,2,20,2015,3,18,0,199,delayed,745,729,1023,1019,-4,,0,278,278,247,13.1292,163.11
DH,IAD,EWR,7299,N637BR,1/20/2004,2,20,2015,3,18,0,213,ontime,745,835,925,905,-20,,-1,100,100,51,13.13,163.07
DH,IAD,EWR,7302,N638BR,1/20/2004,2,20,2015,3,18,0,213,delayed,745,1700,1050,1042,-8,,2,125,125,92,13.1399,163.08
DH,IAD,EWR,7303,N638BR,1/20/2004,2,20,2015,3,18,0,213,ontime,745,1236,1120,1111,-9,,-2,155,155,134,13.1399,163.045
DH,IAD,EWR,7304,N663BR,1/20/2004,2,20,2015,3,18,0,213,delayed,745,2113,845,832,-13,,0,180,180,151,13.14,163.065
DH,IAD,EWR,7305,N311UE,1/20/2004,2,20,2015,3,18,0,213,ontime,745,625,925,926,1,,-1,160,160,143,13.135,163
DH,IAD,EWR,7307,N332UE,1/20/2004,2,20,2015,3,18,0,213,ontime,745,1426,930,922,-8,,-2,165,165,145,13.17,163.01
RU,DCA,EWR,2181,N15555,1/20/2004,2,20,2015,3,18,0,199,ontime,745,1624,945,924,-21,,-2,240,240,211,13.165,162.97
RU,DCA,EWR,2879,N14562,1/20/2004,2,20,2015,3,18,0,199,delayed,745,2052,955,1030,35,,48,310,310,283,13.1619,162.91
RU,DCA,EWR,2216,N14920,1/20/2004,2,20,2015,3,18,0,199,delayed,745,1357,925,920,-5,,6,100,100,66,13.1401,162.85
RU,IAD,EWR,2497,N16951,1/20/2004,2,20,2015,3,18,0,213,ontime,745,1650,900,844,-16,,-3,75,75,45,13.13,162.83
RU,DCA,EWR,2761,N26141,1/20/2004,2,20,2015,3,18,0,199,delayed,745,638,935,931,-4,,0,110,110,82,13.1508,162.915
RU,IAD,EWR,2385,N26141,1/20/2004,2,20,2015,3,19,0,213,ontime,745,1855,1047,1035,-12,,-1,182,182,154,13.16,162.91
RU,DCA,EWR,2582,N14543,1/20/2004,2,20,2015,3,19,0,199,ontime,745,859,1014,1020,6,,-5,269,269,263,13.17,162.87
RU,IAD,EWR,2367,N15555,1/20/2004,2,20,2015,3,19,0,213,ontime,745,1255,1045,1054,9,,-1,120,120,90,13.16,162.92
RU,DCA,EWR,2261,N11539,1/20/2004,2,20,2015,3,19,0,199,delayed,745,1555,1010,952,-18,,15,265,265,214,13.165,162.8864
RU,IAD,EWR,2156,N17146,1/20/2004,2,20,2015,3,19,0,213,delayed,745,1456,935,941,6,,2,170,170,150,13.1669,162.84
RU,IAD,EWR,2855,N28518,1/20/2004,2,20,2015,3,19,0,213,ontime,745,708,1120,1104,-16,,-4,155,155,121,13.16,162.81
OH,BWI,JFK,5935,N804CA,1/21/2004,3,21,2015,3,19,0,184,ontime,745,1455,1000,1004,4,,-6,195,195,175,13.11,162.78
DH,IAD,LGA,7208,N705BR,1/21/2004,3,21,2015,3,19,0,229,ontime,745,1239,1020,1011,-9,,-8,155,155,130,13.125,162.83
DH,IAD,LGA,7211,N687BR,1/21/2004,3,21,2015,3,19,0,229,ontime,745,1448,1130,1103,-27,,-10,165,165,136,13.13,162.83
DH,IAD,LGA,7215,N705BR,1/21/2004,3,21,2015,3,19,0,229,ontime,745,1714,957,945,-12,,-7,132,132,103,13.0908,162.77
DH,IAD,LGA,7684,N698BR,1/21/2004,3,21,2015,3,19,0,229,ontime,745,2220,1058,1037,-21,,-5,133,133,102,13.125,162.7795
DH,IAD,LGA,7790,N688BR,1/21/2004,3,21,2015,3,19,0,229,ontime,745,702,904,844,-20,,-5,79,79,46,13.13,162.8
DH,IAD,LGA,7792,N687BR,1/21/2004,3,21,2015,3,19,0,229,ontime,745,1032,1021,1002,-19,,-2,156,156,116,13.149,162.7703
DH,IAD,JFK,7800,N637BR,1/21/2004,3,21,2015,3,19,0,228,delayed,745,836,1528,1522,-6,,0,283,283,249,13.15,162.8
DH,IAD,JFK,7806,N656BR,1/21/2004,3,21,2015,3,19,0,228,ontime,745,1237,955,1029,34,,-5,130,130,98,13.155,162.79
DH,IAD,JFK,7808,N301UE,1/21/2004,3,21,2015,3,19,0,228,delayed,745,1504,857,854,-3,,0,72,72,41,13.1654,162.76
DH,IAD,JFK,7810,N308UE,1/21/2004,3,21,2015,3,19,0,228,ontime,745,1639,1001,939,-22,,-3,76,76,38,13.17,162.77
DH,IAD,JFK,7812,N333UE,1/21/2004,3,21,2015,3,19,0,228,delayed,745,1710,945,1012,27,,40,120,120,84,13.175,162.79
DH,IAD,JFK,7814,N688BR,1/21/2004,3,21,2015,3,19,0,228,ontime,745,2118,1021,1006,-15,,-5,156,156,129,13.1635,162.78
DH,IAD,JFK,7816,N321UE,1/21/2004,3,21,2015,3,20,0,228,ontime,745,1603,939,932,-7,,-5,114,114,84,13.185,162.7226
DL,DCA,JFK,746,N938DL,1/21/2004,3,21,2015,3,20,0,213,ontime,745,1456,1321,1306,-15,,-5,216,216,171,13.205,162.75
DL,DCA,LGA,1740,N242DL,1/21/2004,3,21,2015,3,20,0,214,ontime,745,630,945,948,3,,-4,120,120,103,13.219,162.79
DL,DCA,LGA,1742,N224DA,1/21/2004,3,21,2015,3,20,0,214,ontime,745,730,1107,1104,-3,,-6,142,142,109,13.209,162.79
DL,DCA,LGA,1744,N231DN,1/21/2004,3,21,2015,3,20,0,214,ontime,745,831,842,836,-6,,-8,117,117,104,13.1929,162.84
DL,DCA,LGA,1746,N221DL,1/21/2004,3,21,2015,3,20,0,214,delayed,745,931,848,858,10,,11,123,123,108,13.215,162.82
DL,DCA,LGA,1748,N242DL,1/21/2004,3,21,2015,3,20,0,214,ontime,745,1031,910,920,10,,-3,145,145,114,13.23,162.7999
DL,DCA,LGA,1750,N224DA,1/21/2004,3,21,2015,3,20,0,214,ontime,745,1131,1252,1238,-14,,-5,187,187,159,13.21,162.76
DL,DCA,LGA,1752,N3734B,1/21/2004,3,21,2015,3,20,0,214,ontime,745,1230,910,833,-37,,-8,85,85,34,13.1965,162.59
DL,DCA,LGA,1754,N221DL,1/21/2004,3,21,2015,3,20,0,214,delayed,745,1332,915,950,21,,2,90,90,590,13.183,162.6255
DL,DCA,LGA,1756,N242DL,1/21/2004,3,21,2015,3,20,0,214,ontime,745,1431,859,903,4,,-2,134,134,121,13.185,162.63
DL,DCA,LGA,1758,N231DN,1/21/2004,3,21,2015,3,20,0,214,ontime,745,1530,1041,1505,3,,-3,176,176,590,13.175,162.58
DL,DCA,LGA,1760,N3734B,1/21/2004,3,21,2015,3,20,0,214,delayed,745,1632,1116,1135,19,,11,151,151,127,13.159,162.56
DL,DCA,LGA,1762,N221DL,1/21/2004,3,21,2015,3,20,0,214,delayed,745,1730,1115,1107,-8,,1,150,150,111,13.1743,162.5766
DL,DCA,LGA,1764,N242DL,1/21/2004,3,21,2015,3,20,0,214,ontime,746,1828,1030,1031,1,,-2,164,164,150,13.1658,162.53
DL,DCA,LGA,1766,N231DN,1/21/2004,3,21,2015,3,20,0,214,delayed,746,1928,945,954,9,,2,179,179,157,13.1842,162.61
DL,DCA,LGA,1768,N225DL,1/21/2004,3,21,2015,3,21,0,214,ontime,746,2032,851,840,-11,,-10,65,65,48,13.205,162.59
MQ,DCA,JFK,4752,N732MQ,1/21/2004,3,21,2015,3,21,0,213,delayed,747,1525,922,917,-5,,1,155,155,133,13.195,162.58
MQ,DCA,JFK,4760,N709MQ,1/21/2004,3,21,2015,3,21,0,213,ontime,748,555,822,806,-16,,-11,34,34,17,13.205,162.605
MQ,DCA,JFK,4784,N719MQ,1/21/2004,3,21,2015,3,21,0,213,ontime,748,1830,845,835,-10,,-7,57,57,32,13.23,162.61
MQ,DCA,LGA,4952,N704MQ,1/21/2004,3,21,2015,3,21,0,214,delayed,748,652,844,941,57,,55,56,56,31,13.2201,162.52
MQ,DCA,LGA,4954,N716MQ,1/21/2004,3,21,2015,3,21,0,214,ontime,750,753,900,844,-16,,-5,70,70,47,13.21,162.5
MQ,DCA,LGA,4956,N730MQ,1/21/2004,3,21,2015,3,21,0,214,delayed,750,857,1105,1130,25,,19,315,315,305,13.23,162.47
MQ,DCA,LGA,4960,N704MQ,1/21/2004,3,21,2015,3,21,0,214,delayed,750,1050,850,839,-11,,1,60,60,35,13.2295,162.4934
MQ,DCA,LGA,4964,N716MQ,1/21/2004,3,21,2015,3,21,0,214,ontime,750,1252,1040,1027,-13,,-5,110,110,86,13.24,162.47
MQ,DCA,LGA,4966,N717MQ,1/21/2004,3,21,2015,3,21,0,214,delayed,750,1349,1050,1050,0,,1,240,240,225,13.2582,162.428
MQ,DCA,LGA,4968,N719MQ,1/21/2004,3,21,2015,3,21,0,214,ontime,750,1452,1115,1059,-16,,-5,145,145,115,13.2575,162.315
MQ,DCA,LGA,4970,N720MQ,1/21/2004,3,21,2015,3,21,0,214,delayed,750,1556,1024,1023,-1,,9,274,274,233,13.24,162.29
MQ,DCA,LGA,4972,N713MQ,1/21/2004,3,21,2015,3,21,0,214,delayed,750,1653,942,941,-1,,2,172,172,150,13.2065,162.31
MQ,DCA,LGA,4976,N723MQ,1/21/2004,3,21,2015,3,21,0,214,delayed,750,1853,1027,1011,-16,,2,157,157,124,13.2286,162.34
UA,IAD,LGA,846,N563UA,1/21/2004,3,21,2015,3,21,0,229,ontime,750,846,957,943,-14,,-3,187,187,161,13.245,162.3248
US,DCA,LGA,1479,N730UW,1/21/2004,3,21,2015,3,21,0,214,ontime,750,627,950,946,-4,,-7,180,180,158,13.2399,162.325
US,DCA,LGA,2160,N713UW,1/21/2004,3,21,2015,3,21,0,214,delayed,750,659,1315,1356,41,,15,205,205,190,13.25,162.367
US,DCA,LGA,2162,N741UW,1/21/2004,3,21,2015,3,21,0,214,ontime,750,759,1200,1150,-10,,-10,190,190,157,13.25,162.3598
US,DCA,LGA,2164,N766UW,1/21/2004,3,21,2015,3,21,0,214,delayed,750,855,915,950,12,,2,85,85,590,13.26,162.3635
